Index,Titol,Valoracio,Data_critica,Gènere,Director,Interprets,Guio,Pais,Durada,Edat_recomanada,Distribuidora,Data_estrena
480,Nuestro tiempo,6,21-06-2019,"Drama, Familia",Carlos Reygadas,,Carlos Reygadas,México,173 min.,,Noucinemart,21 de Junio de 2019
481,Esto no es Berlín,7,21-06-2019,Drama,Hari Sama,"José Antonio Toledano, Klaudia Garcia, Marina de Tavira, Mauro Sánchez Navarro, Xabiani Ponce de León, Ximena Romo",Rodrigo Ordoñez,México,115 min.,,Syldavia Cinema,21 de Junio de 2019
482,Nahuel (temporada de caza),7,21-06-2019,Drama,Natalia Garagiola,"Boy Olmi, Germán Palacios, Lautaro Bettoni, Pilar Benitez Vivart, Rita Pauls",,Argentina,110 min.,,Versus,21 de Junio de 2019
483,El secreto de las abejas,6,21-06-2019,Romance,,,"Henrietta Ashworth, Jessica Ashworth",Reino Unido,105 min.,,Filmax,21 de Junio de 2019
484,La banda,6,21-06-2019,Drama,Roberto Bueso,"Charlotte Vega, Gonzalo Fernández, Hugo Rubert, Imma Sancho, Pepo Llopis, Xavi Giner",,España,96 min.,,Super 8,21 de Junio de 2019
485,Enemigos íntimos,6,14-06-2019,"Drama, Thriller",David Oelhoffen,"Gwendolyn Gourvenec, Matthias Schoenaerts, Nicolas Giraud, Reda Kateb, Sabrina Ouazani",Jeanne Aptekman,Francia,111 min.,,La Aventura,14 de Junio de 2019
486,Tolkien,6,14-06-2019,"Biopic, Drama",Dome Karukoski,"Anthony Boyle, Colm Meaney, Genevieve O'Reilly, Lily Collins, Nicholas Hoult, Patrick Gibson, Tom Glynn-Carney","David Gleeson, Stephen Beresford",Estados Unidos,112 min.,,20th Century Fox,14 de Junio de 2019
487,Kin,6,14-06-2019,"Acción, Ciencia-ficción, Drama","Jonathan Baker, Josh Baker","Bree Wasylenko, Carrie Coon, Dennis Quaid, Gavin Fox, Ian Matthews, Jack Reynor, James Franco, Jonathan Cherry, Myles Truitt, Romano Orzari, Zoë Kravitz",,Estados Unidos,102 min.,,eOne Films,14 de Junio de 2019
488,La biblioteca de los libros rechazados,6,14-06-2019,"Comedia, Drama",Rémi Bezançon,"Alice Isaaz, Camille Cottin, Fabrice Luchini",,"Francia, Bélgica",100 min.,,A Contracorriente Films,14 de Junio de 2019
489,El pan de la guerra (The breadwinner),8,14-06-2019,"Animación, Drama",,,"Anita Doron, Deborah Ellis","Irlanda, Luxemburgo, Canadá",93 min.,,El Sur Films,14 de Junio de 2019
490,La jaula,6,14-06-2019,"Drama, Thriller",Marcos Cabotá,"Antonia Payeras, Javivi, Miguel Ángel Jiménez, Xavi Núñez",Marcos Cabotá,España,110 min.,,Begin Again Films,14 de Junio de 2019
491,A Decent Man (Un hombre como dios manda),6,14-06-2019,Drama,,,,Rumanía,,,,14 de Junio de 2019
492,Sauvage,8,14-06-2019,,,,,Francia,99 min. ,,Elamedia,14 de Junio de 2019
493,Men in Black: International,6,14-06-2019,"Acción, Ciencia-ficción, Comedia",F. Gary Gray,"Chris Hemsworth, Emma Thompson, Kumail Nanjiani, Liam Neeson, Rebecca Ferguson, Tessa Thompson","Arthur Marcum, Matt Holloway",Estados Unidos,115 min.,,Sony Pictures España,14 de Junio de 2019
494,Criminales en el mar,4,14-06-2019,"Acción, Comedia, Drama",Kyle Newacheck,"Adam Sandler, Gemma Arterton, jennifer aniston, John Kani, Luke Evans, Shiori Kutsuna",James Vanderbilt,Estados Unidos,,,Netflix,14 de Junio de 2019
495,El creyente,8,07-06-2019,Drama,Cédric Kahn,"Àlex Brendemühl, Anthony Bajon, Damien Chapelle, Louise Grinberg",,Francia ,107 min.,,Surtsey Films,07 de Junio de 2019
496,Antes de la quema,6,07-06-2019,Comedia,Fernando Colomo,"Manuela Velasco, Reina",Javier Jáuregui,España,100 min. ,,Vértice ,07 de Junio de 2019
497,Mr Link. El origen perdido,7,07-06-2019,"Animación, Aventuras, Comedia",Chris Butler,,Chris Butler,"Estados Unidos, Canadá",95 min. ,,Entertainment One Films,07 de Junio de 2019
498,Touch me not (No me toques),7,07-06-2019,Drama,Adina Pintilie,"Christian Bayerlein, Grit Uhlemann, Hanna Hofmann, Seani Love, Tómas Lemarquis",,"Rumanía, Alemania",123 min.,,Good Films,07 de Junio de 2019
499,El vendedor de tabaco,6,07-06-2019,"Bélico, Drana",Nikolaus Leytner,"Bruno Ganz, Emma Drogunova, Johannes Krisch, Simon Morzé",Klaus Richter,Alemania,113 min. ,,VerCine,07 de Junio de 2019
500,X-Men: Fénix Oscura,5,07-06-2019,"Acción, Ciencia-ficción, Fantasía",Simon Kinberg,"James McAvoy, Jennifer Lawrence, Michael Fassbender, Sophie Turner",Simon Kinberg,EE. UU.,113 min.,,Fox,07 de Junio de 2019
501,La ceniza es el blanco más puro,8,31-05-2019,Drama,Jia Zhang- Ke,"Liao Fan, Zhao Tao",,China / Francia,141 min.,,Golem,31 de Mayo de 2019
502,John Wick: Capítulo 3- Parabellum,8,31-05-2019,"Acción, Thriller",,Keanu Reeves,"Chris Collins, Derek Kolstad, Marc Abrams, Shay Hatten",Estados Unidos,130 min.,,eOne Films,31 de Mayo de 2019
503,Rocketman,7,31-05-2019,"Biopic, Musical",Dexter Fletcher,"Bryce Dallas Howard, Jamie Bell, Richard Madden, Steven Mackintosh, Taron Egerton",Lee Hall,Estados Unidos,121 min.,,Paramount,31 de Mayo de 2019
504,La corresponsal,7,31-05-2019,"Bélico, Biopic, Drama",Matthew Heineman,"Jamie Dornan, Jesuthasan Antonythasan, Pano Masti, Rosamund Pike, Tom Hollander","Arash Amel, Marie Brenner","Estados Unidos, Reino Unido",110 min.,,DeAplaneta,31 de Mayo de 2019
505,Dilili en París,7,31-05-2019,"Animación, Drama",Michel Ocelot,,,Francia,95 min.,,La Aventura,31 de Mayo de 2019
506,Ártico,7,31-05-2019,"Aventuras, Drama",Joe Penna,"Mads Mikkelsen, Maria Thelma Smáradóttir",,Islandia,97 min.,,A Contracorriente Films,31 de Mayo de 2019
507,La ciudad oculta,9,31-05-2019,Documental,Víctor Moreno,,,España,80 min.,,Márgenes,31 de Mayo de 2019
508,Escapada,4,31-05-2019,"Comedia, Drama, Romance",Sarah Hirtt,"Fermí Reixach, François Neycken, María León, Raphaëlle Corbisier, Sergi López, Yohan Manca",,Bélgica,,,Paco Poch Cinema,31 de Mayo de 2019
509,Clara y Claire,4,31-05-2019,"Drama, Romance",Safy Nebbou,"Charles Berling, Claude Perron, François Civil, Guillaume Gouix, Jules Houplain, Juliette Binoche, Marie-Ange Casta, Nicole Garcia",,Francia,101 min. ,,Wanda Films,31 de Mayo de 2019
510,The chain,3,31-05-2019,Thriller psicológico,David Martín Porras,"Adrienne Barbeau, Madeline Zima, Ray Wise",,"España, Estados Unidos",101 min.,,Compacto,31 de Mayo de 2019
511,10 días sin mamá,6,31-05-2019,"Comedia, Familiar",Alessandro Genovesi,"Angelica Elli, Antonio Catania, Bianca Usai, Diana Del Bufalo, Fabio De Luigi, Matteo Castellucci, Niccolò Senni, Valentina Lodovini",,Italia,95 min.,,Alfa Pictures,31 de Mayo de 2019
512,La estrategia del pequinés,2,31-05-2019,"Crimen, Thriller",,Unax Ugalde,David Muñoz,España,96 min. ,,Begin Again Films,31 de Mayo de 2019
513,Infiltrado en Miami,4,31-05-2019,Comedia,Rachid Bouchare,"Biyouna, Christopher Journet, Eriq Ebouaney, Franck Gastambide, Julie Ferrier, Luis Guzmán, Omar Sy, Paulina Gálvez, Roman Kossowski","Larry Gross, Marion Doussot, Rachid Bouchareb",Francia,111 min.,,Tripictures,31 de Mayo de 2019
514,Largo viaje hacia la noche,9,24-05-2019,"Drama, Intriga",,"Chen Yongzhong, Huang Jue, Lee Hong-Chi, Luo Feiyang, Meng Li, Sylvia Chang, Tang Wei",,China,133 min.,,Surtsey Films,24 de Mayo de 2019
515,La viuda,7,24-05-2019,Terror,,"Chloe Grace Moretz, Colm Feore, Isabelle Huppert, Maika Monroe, Stephen Rea",Ray Wright,Irlanda,98 min.,,Diamond Films,24 de Mayo de 2019
516,Aladdin,4,24-05-2019,"Aventura, Fantástico, Musical, Romance",Guy Ritchie,,"Guy Ritchie, ohn August",Estados Unidos,128 min.,,Disney,24 de Mayo de 2019
517,Como pez fuera del agua,5,24-05-2019,Comedia,,"Antonio Albanese, Luca Angeletti, Paola Cortellesi, Sonia Bergamasco","Furio Andreotti, Giulia Calenda",Italia,98 min. ,,Caramel Films,24 de Mayo de 2019
518,El hijo,7,24-05-2019,"Ciencia-ficción, Terror",David Yarovesky,Jackson A. Dunn,"Brian Gunn, Mark Gunn",Estados Unidos,90 min.,,Sony Pictures España,24 de Mayo de 2019
519,La última lección,8,24-05-2019,,Sébastien Marnier,"Emmanuelle Bercot, Laurent Lafitte, Luàna Bajrami, Pascal Greggory, Victor Bonnel",,Francia,104 min. ,,VerCine,24 de Mayo de 2019
520,Blaze,8,24-05-2019,"Biografía, Drama, Música",,"Alia Shawkat, Ben Dickey, Charlie Sexton, Josh Hamilton, Sam Rockwell",,Estados Unidos,127 min.,,Elamedia,24 de Mayo de 2019
521,Elisa y Marcela,6,24-05-2019,"Biografía, Drama, Romance",Isabel Coixet,"Greta Fernández, Natalia de Molina",Isabel Coixet,España,129 min.,,Netflix,24 de Mayo de 2019
522,Carelia: Internacional con monumento,8,24-05-2019,Documental,Andrés Duque,,,España,90 min.,,,24 de Mayo de 2019
523,La última locura de Claire Darling,6,17-05-2019,Drama,Julie Bertucelli,"Alice Taglioni, Catherine Deneuve, Chiara Mastroianni, Johan Leysen, Laure Calamy, Olivier Rabourdin, Samir Guesmi",,Francia,95 min.,,Karma FIlms,17 de Mayo de 2019
524,Hellboy,4,17-05-2019,"Acción, Fantasía",,,"Andrew Cosby, Christopher Golden",Estados Unidos,120 min.,,Vértice 360,17 de Mayo de 2019
525,Un hombre fiel,6,17-05-2019,"Comedia, Romance",,"Laetitia Casta, Lily-Rose Depp, Louis Garrel",,Francia,75 min.,,BTeam Pictures,17 de Mayo de 2019
526,Casi imposible,7,17-05-2019,"Comedia, Romance",Jonathan Levine,"Charlize Theron, Seth Rogen","Dan Sterling, Liz Hannah",Estados Unidos,120 min.,,Entertainment One Films,17 de Mayo de 2019
527,Sombra,8,17-05-2019,Acción,Zhang Yimou,"Deng Chao, Sun Li, Wang Jingchun, Wang Qianyuan, Zheng Kai",Li Wei,China,116 min.,,Vértgo Films,17 de Mayo de 2019
528,Necesitamos tu voto,6,17-05-2019,"Comedia, Política",Mathieu Sapin,"Alexandra Lamy, Finnegan Oldfield, Giles Cohen",Noé Debré,Francia,87 min.,,Alfa Pictures,17 de Mayo de 2019
529,La carga,8,17-05-2019,Drama,Ognjen Glavonić,"Igor Bencina, Ivan Luce, Leon Lucev, Pavle Cemerikic, Tamara Krcunovic",,Serbia,98 min.,,La Aventura,17 de Mayo de 2019
530,El año de la plaga,4,17-05-2019,"Aventura, Comedia, Fantasía",Carlos Martín Ferrera,"Ana Serradilla, Iván Massagué, Miriam Giovanelli","Ángeles Hernández, David Matamoros, Marc Pastor, Miguel Ibáñez Monroy",España,96 min.,,Filmax,17 de Mayo de 2019
531,Lejos de Praga,5,17-05-2019,"Comedia, Drama",Jan Sverák,"Jan Tríska, Oldrich Kaiser, Tereza Voriskova",,República Checa,111 min.,,A Contracorriente Films,17 de Mayo de 2019
532,Pokémon: Detective Pikachu,7,10-05-2019,"Acción, Familiar",Rob Letterman,"Justice Smith, Kathryn Newton, Ken Watanabe","Alex Hirsch, Nicole Perlman",Estados Unidos,104 min.,,Warner Bros,10 de Mayo de 2019
533,La tragedia de Peterloo,9,10-05-2019,Drama,Mike Leigh,"David Moorst, Maxine Peake, Pearce Quigley, Rachel Finnegan, Rory Kinnear",Mike Leigh,Reino Unido,154 min.,,Diamond Films,10 de Mayo de 2019
534,Los hermanos Sisters,9,10-05-2019,Western,Jacques Audiard,"Jake Gyllenhaal, Joaquin Phoenix, John C. Reilly, Riz Ahmed, Rutger Hauer",,"Estados Unidos, Francia, España, Rumanía, Bélgica",122 min.,,Avalon Distribución,10 de Mayo de 2019
535,"Vivir deprisa, amar despacio",7,10-05-2019,Drama,Christophe Honoré,"Denis Podalydès, Pierre Deladonchamps, Rio Vega, Vincent Lacoste, Willemijn Kressenhof",,Francia,132 min.,,Surtsey Films,10 de Mayo de 2019
536,Enterrados,6,10-05-2019,"Drama, Supervivencia",Luis Trapiello,"Joaquín Furriel, Paula Prendes",,España,102 min.,,39 escalones,10 de Mayo de 2019
537,De la India a París en un armario de Ikea,4,10-05-2019,"Comedia, Drama, Romance",,"Bérénice Bejo, Dhanush, Gérard Jugnot","Luc Bossi, Romain Puértolas",Francia,92 min.,,A Contracorriente Films,10 de Mayo de 2019
538,El increíble finde menguante,6,10-05-2019,"Drama, Fantasía",,"Adam Quintero, Irene Ruiz, Iria del Río, Luis Tosar, Nadia de Santiago",,España,93 min.,,Oliete Films,10 de Mayo de 2019
539,"Ruben Brandt, el coleccionista",8,10-05-2019,Animación,Milorad Krstic,,Radmila Roczkov,Hungría,96 min.,,El Sur,10 de Mayo de 2019
540,"Steve Bannon, el gran manipulador",8,10-05-2019,Documental,Alison Klaymann,,,Estados Unidos,91 min. ,,#ConUnPack,10 de Mayo de 2019
541,Compulsión,7,10-05-2019,"Intriga, Terror",Ángel González,"Marina Esteve, Paco Manzanedo, Pol Cardona, Susana Abaitua",,España,71 min.,,Festival Films,10 de Mayo de 2019
542,Wine Country (Amigas con solera),8,10-05-2019,Comedia,,"Amy Poehler, Maya Rudolph, Tina Fey","Emily Spivey, Liz Cackowski",Estados Unidos,103 min.,,Netflix,10 de Mayo de 2019
543,La primera cita,5,03-05-2019,Drama,Jesús Ponce,"Bruto Pomeroy, Isabel Ampudia, Mercedes Hoyos, Sebastián Haro, Víctor Clavijo",Jesús Ponce,España,103 min.,,Festival Films,03 de Mayo de 2019
544,An Elephant Sitting Still,9,03-05-2019,Drama,Hu Bo,"Liu Congxi, Peng Yuchang, Wang Yuwen, Zhang Yu",,China,234 min.,,Capricci Cine,03 de Mayo de 2019
545,El bailarín,6,01-05-2019,"Biografía, Drama",Ralph Fiennes,"Adèle Exarc, Louis Hoffman, Oleg Ivenko, Ralph Fiennes, Sergei Polunin","David Hare, Julie Kavanagh",Reino Unido,127 min.,,DeAPlaneta,01 de Mayo de 2019
546,"Vitoria, 3 de marzo",5,01-05-2019,"Biografía, Drama",Victor Cabaco,"Alberto Berzal, Amaia Aberasturi, José Manuel Seda, Mikel Iglesias, Ruth Díaz","Hector Amado, Juan Ibarrondo",España,90 min.,,Filmax,01 de Mayo de 2019
547,En buenas manos,6,01-05-2019,"Adopción, Drama",Jeanne Herry,"Clotilde Mollet, Elodie Bouchez, Gilles Lellouche, Jean-François Stévenin, Olivia Côte, Sandrine Kiberlain",,Francia,107 min.,,Caramel Films,01 de Mayo de 2019
548,"Keepers, el misterio del faro",7,01-05-2019,Thriller,Kristoffer Nyholm,"Connor Swindells, Gary Lewis, Gerard Butler, Ólafur Darri Ólafsson, Peter Mullan, Søren Malling","Celyn Jones, Joe Bone",Reino Unido,117 min.,,VerCine,01 de Mayo de 2019
549,Leto,8,26-04-2019,"Biopic, Drama",Kirill Serebrennikov,"Aleksandr Kuznetsov, Filipp Avdeev, Irina Starshenbaum, Roman Bilyk, Teo Yoo",,Rusia,126 min.,,Avalon,26 de Abril de 2019
550,Gloria Bell,6,26-04-2019,"Comedia, Drama, Romance",Sebastián Lelio,"Caren Pistorius, Holland Taylor, John Turturro, Julianne Moore, Michael Cera","Alice Johnson Boher, Sebastián Lelio",Estados Unidos,102 min.,,Sony Pictures España,26 de Abril de 2019
551,La pequeña Suiza,5,26-04-2019,Comedia,Kepa Sojo,"Antonio Resines, Ingrid García Jonsson, karra elejalde",Sonia Pacios,España,90 min.,,Entertainment One Films,26 de Abril de 2019
552,Sin piedad,5,26-04-2019,"Biografía, Drama, Western",Vincent D'Onofrio,"Andrew Lanham, Chris Pratt, Dane DeHaan, Ethan Hawke, Jake Schur, Leila George",Andrew Lanham,Estados Unidos,99 min.,,DeAPlaneta,26 de Abril de 2019
553,La importancia de llamarse Oscar Wilde,6,26-04-2019,"Biografía, Comedia, Drama",,"Colin Firth, Colin Morgan, Emily Watson, Rupert Everett, Tom Wilkinson",,"Reino Unido, Alemania, Bélgica, Italia",104 min.,,Alfa Pictures,26 de Abril de 2019
554,Terra Willy: Planeta desconocido,7,26-04-2019,"Animación, Infantil",Éric Tosti,"Nerea Rodríguez, Raoul Vázquez","David Alaux, Eric Tosti, Jean-François Tosti",Francia,90 min.,,Karma Films,26 de Abril de 2019
555,Buñuel en el laberinto de las tortugas,7,26-04-2019,"Animación, Biografía",Salvador Simó,,"Eligio R. Montero, Salvador Simó Busom",España,86 min.,,Wanda Visión,26 de Abril de 2019
556,La portuguesa,10,26-04-2019,Drama,Rita Azevedo Gomes,"Clara Riedenstein, Ingrid Caven, Marcello Urgeghe, Pierre Léon, Rita Durão",Rita Azevedo Gomes,Portugal,136 min.,,Numax Distribución,26 de Abril de 2019
557,Azul Siquier,6,26-04-2019,"Documental, Fotografía",,,Felipe Vega,España,73 min.,,Begin Again Films,26 de Abril de 2019
558,Vengadores: Endgame,9,25-04-2019,"Acción, Ciencia-ficción, Fantasía","Anthony Russo, Joe Russo","Brie Larson, Chris Evans, Chris Hemsworth, Mark Ruffalo, Paul Rudd, Robert Downey Jr., Scarlett Johansson","Christopher Markus, Stephen McFeely",Estados Unidos,181 min.,,Walt Disney ,25 de Abril de 2019
559,Donbass,8,18-04-2019,Documental,Sergei Loznitsa,,,Ucrania,110 min.,,Alfa Pictures,18 de Abril de 2019
560,Gracias a Dios,7,18-04-2019,Drama,François Ozon,"Amélie Daure, Aurélia Petit, Bernard Verley, Denis Ménochet, Éric Caravaca, François Chattot, François Marthouret, Frédéric Pierrot, Hélène Vincent, Jeanne Rosa, Josiane Balasko, Julie Duclos, Martine Erhel, Melvil Poupaud, Swann Arlaud",,Francia,137 min.,,Golem,18 de Abril de 2019
561,La espía roja,5,18-04-2019,Drama,Trevor Nunn,"Judi Dench, Sophie Cookson, Stephen Campbell Moore, Tom Hughes",Lindsay Shapero,Reino Unido,103 min.,,Vértice 360,18 de Abril de 2019
562,La llorona,7,18-04-2019,Terror,Michael Chaves,"Andrew T. Lee, Irene Keng, Jaynee-Lynne Kinchen, John Marshall Jones, Linda Cardellini, Madeleine McGraw, Patricia Velasquez, Sean Patrick Thomas","Mikki Daughtry, Tobias Iaconis",EE. UU.,93 min.,,Warner Bros.,18 de Abril de 2019
563,Lo dejo cuando quiera,7,12-04-2019,Comedia,Carlos Therón,"Amaia Salamanca, Carlos Santos, Cristina Castaño, David Verdaguer, Ernesto Alterio, Miren Ibarguren","Adolfo Valor, Cristóbal Garrido",España,,,Sony,12 de Abril de 2019
564,El día que vendrá,5,12-04-2019,Drama,James Kent,"Alexander Skarsgård, Jason Clarke, Kate Phillips, Keira Knightley","Anna Waterhouse, Joe Shrapnel",Reino Unido,109 min.,,Fox,12 de Abril de 2019
565,Dobles vidas,7,12-04-2019,Drama,Olivier Assayas,"Guillaume Canet, Juliette Binoche",,Francia,107 min.,,BTeam,12 de Abril de 2019
566,La profesora de parvulario,8,12-04-2019,Drama,Sara Colangelo,"Anna Barynishikov, Maggie Gyllenhaal, Rosa Salazar",,EE. UU.,,,La Aventura Audiovisual,12 de Abril de 2019
567,After,5,12-04-2019,Drama,Jenny Gage,"Hero Fiennes-Tiffin, Josephine Langford",Susan McMartin,EE. UU.,,,Diamond Films,12 de Abril de 2019
568,Quiero comerme tu páncreas,6,12-04-2019,Animación,Shinichiro Ushijima,,,Japón,108 min.,,Selecta Vision,12 de Abril de 2019
569,Mia y el león blanco,8,12-04-2019,Drama,Gilles de Maistre,"Daniah De Villiers, Langley Kirkwood, Mélanie Laurent",,Francia,98 min.,,A Contracorriente films,12 de Abril de 2019
570,A la vuelta de la esquina,6,12-04-2019,Drama,Thomas Stuber,"Franz Rogowski, Peter Kurth, Ramona Kunze-Libnow, Sandra Hüller",,Alemania,125 min.,,Surtsey Films,12 de Abril de 2019
571,El hijo del acordeonista,6,12-04-2019,Drama,Fernando Bernués,"Aitor Beltrán, Cristian Merchan, Eneko Sagardoy, Frida Palsson, Joseba Apaolaza, Miren Arrieta, Xabier Perurena",Patxo Tellería,España,95 min.,,Filmax,12 de Abril de 2019
572,¿A quién te llevarías a una isla desierta?,9,12-04-2019,Comedia,Jota Linares,"Andrea Ros, Jaime Lorente, Pol Monen",,España,93 min.,,Netflix,12 de Abril de 2019
573,Cementerio de animales,5,05-04-2019,Terror,"Dennis Widmyer, Kevin Kölsch","Amy Seimetz, Jason Clarke, Jeté Laurence, John Lithgow","Dave Kajganich, Jeff Buhler",EE. UU.,120 min.,,Paramount,05 de Abril de 2019
574,¡Shazam!,8,05-04-2019,"Aventuras, Comedia",David F. Sandberg,,"Bill Parker, C.C. Beck, Henry Gayden",EE. UU.,132 min.,,Warner,05 de Abril de 2019
575,Identidad borrada,5,05-04-2019,Drama,Joel Edgerton,"nicole kidman, Russell Crowe, Troye Sivan",,EE. UU.,,,Universal,05 de Abril de 2019
576,7 razones para huir,4,05-04-2019,Comedia,"David Torras, Esteve Solar, Gerard Quinto","Àlex Brendemühl, David Verdaguer, Emma Suárez, Francesc Orella, Lola Dueñas, Sergi López",,España,75 min.,,Syldavia Cinema,05 de Abril de 2019
577,La sombra del pasado,6,05-04-2019,Thriller,Florian Henckel von Donnersmarck,"Lars Eidinger, Paula Beer, Rainer Bock, Sebastian Koch, Tom Schilling",,Alemania,188 min.,,Avalon,05 de Abril de 2019
578,Un pueblo y su rey,6,05-04-2019,Drama,Pierre Schoeller,"Adèle Haenel, Denis Lavant, Gaspard Ulliel, Laurent Lafitte, Louis Garrel",,Francia,121 min.,,A contracorriente Films,05 de Abril de 2019
579,La boda de mi ex,6,05-04-2019,Comedia,Victor Levin,"Keanu Reeves, Winona Ryder",,EE. UU.,90 min.,,Diamond,05 de Abril de 2019
580,Asher,6,05-04-2019,Thriller,Michael Caton-Jones,"Famke Janssen, Ron Perlman",,EE. UU.,105 min.,,A contracorriente Films,05 de Abril de 2019
581,Mentes brillantes,7,05-04-2019,Drama,Thomas Lilti,"Darina El Joundi, Michel Lerousseau, Vincent Lacoste, William Lebghil",,Francia,92 min.,,,05 de Abril de 2019
582,Dumbo,8,29-03-2019,"Aventuras, Drama",Tim Burton,"Alan Arkin, Colin Farrell, Danny DeVito, Eva Green, Michael Keaton, Nico Parker",Ehren Kruger,EE. UU.,111 min.,,Disney,29 de Marzo de 2019
583,Nación salvaje,9,29-03-2019,Thriller,,"Bella Thorne, Bill Skarsgård, Joel McHale, Suki Waterhouse, Susan Misner",,EE. UU.,110 min.,,Versus,29 de Marzo de 2019
584,¿Qué te juegas?,6,29-03-2019,Comedia,,"Amaia Salamanca, Daniel Pérez Prada, Javier Rey, Leticia Dolera, Mariam Hernández","Astrid Gil-Casares, Breixo Corral, Pablo Alén, Rafa Russo",EE. UU.,,,A Contracorriente Films,29 de Marzo de 2019
